min,max,repetitions,result
-500,900,160,93.12
-500,900,210,90.0
-500,900,260,85.77
-500,900,310,87.74
-500,900,360,85.56
-500,900,410,90.73
-500,900,460,90.0
-500,900,510,84.9
-500,900,560,87.68
-500,900,610,88.85
-500,900,660,87.12
-500,900,710,88.87
-500,900,760,88.42
-500,900,810,90.74
-500,900,860,87.56
-500,900,910,87.36
-500,900,960,87.08
-400,-1000,10,50.0
-400,-1000,60,70.0
-400,-1000,110,81.82
-400,-1000,160,78.12
-400,-1000,210,78.1
-400,-1000,260,73.46
-400,-1000,310,76.13
-400,-1000,360,78.89
-400,-1000,410,77.8
-400,-1000,460,76.3
-400,-1000,510,78.04
-400,-1000,560,78.57
-400,-1000,610,80.0
-400,-1000,660,78.94
-400,-1000,710,79.58
-400,-1000,760,80.53
-400,-1000,810,78.52
-400,-1000,860,78.84
-400,-1000,910,79.01
-400,-1000,960,81.25
-400,-900,10,80.0
-400,-900,60,66.67
-400,-900,110,87.27
-400,-900,160,76.88
-400,-900,210,75.24
-400,-900,260,78.46
-400,-900,310,78.39
-400,-900,360,78.33
-400,-900,410,75.61
-400,-900,460,73.7
-400,-900,510,78.24
-400,-900,560,75.54
-400,-900,610,75.41
-400,-900,660,78.48
-400,-900,710,73.8
-400,-900,760,75.13
-400,-900,810,79.51
-400,-900,860,74.77
-400,-900,910,74.62
-400,-900,960,76.25
-400,-800,10,80.0
-400,-800,60,70.0
-400,-800,110,78.18
-400,-800,160,69.38
-400,-800,210,72.86
-400,-800,260,74.23
-400,-800,310,73.87
-400,-800,360,73.89
-400,-800,410,74.15
-400,-800,460,72.61
-400,-800,510,72.55
-400,-800,560,75.71
-400,-800,610,75.08
-400,-800,660,75.3
-400,-800,710,73.94
-400,-800,760,69.87
-400,-800,810,70.62
-400,-800,860,74.65
-400,-800,910,74.4
-400,-800,960,73.65
-400,-700,10,100.0
-400,-700,60,75.0
-400,-700,110,74.55
-400,-700,160,68.75
-400,-700,210,76.67
-400,-700,260,73.08
-400,-700,310,73.87
-400,-700,360,68.06
-400,-700,410,78.29
-400,-700,460,73.7
-400,-700,510,70.98
-400,-700,560,70.54
-400,-700,610,72.46
-400,-700,660,68.94
-400,-700,710,70.7
-400,-700,760,72.76
-400,-700,810,75.43
-400,-700,860,71.74
-400,-700,910,68.68
-400,-700,960,71.25
-400,-600,10,100.0
-400,-600,60,85.0
-400,-600,110,69.09
-400,-600,160,79.38
-400,-600,210,74.76
-400,-600,260,76.54
-400,-600,310,74.19
-400,-600,360,80.0
-400,-600,410,79.27
-400,-600,460,76.96
-400,-600,510,77.65
-400,-600,560,78.04
-400,-600,610,79.02
-400,-600,660,74.39
-400,-600,710,77.04
-400,-600,760,73.95
-400,-600,810,77.04
-400,-600,860,76.51
-400,-600,910,78.35
-400,-600,960,78.12
-400,-500,10,70.0
-400,-500,60,78.33
-400,-500,110,79.09
-400,-500,160,83.12
-400,-500,210,84.29
-400,-500,260,84.23
-400,-500,310,79.03
-400,-500,360,83.61
-400,-500,410,82.93
-400,-500,460,85.87
-400,-500,510,82.94
-400,-500,560,81.07
-400,-500,610,82.46
-400,-500,660,84.24
-400,-500,710,82.68
-400,-500,760,78.95
-400,-500,810,81.11
-400,-500,860,80.23
-400,-500,910,82.09
-400,-500,960,81.35
-400,-400,10,100.0
-400,-400,60,100.0
-400,-400,110,100.0
-400,-400,160,100.0
-400,-400,210,100.0
-400,-400,260,100.0
-400,-400,310,100.0
-400,-400,360,100.0
-400,-400,410,100.0
-400,-400,460,100.0
-400,-400,510,100.0
-400,-400,560,100.0
-400,-400,610,100.0
-400,-400,660,100.0
-400,-400,710,100.0
-400,-400,760,100.0
-400,-400,810,100.0
-400,-400,860,100.0
-400,-400,910,100.0
-400,-400,960,100.0
-400,-300,10,60.0
-400,-300,60,75.0
-400,-300,110,75.45
-400,-300,160,80.0
-400,-300,210,81.9
-400,-300,260,76.92
-400,-300,310,75.48
-400,-300,360,78.33
-400,-300,410,76.83
-400,-300,460,78.26
-400,-300,510,77.06
-400,-300,560,81.07
-400,-300,610,72.95
-400,-300,660,78.48
-400,-300,710,76.06
-400,-300,760,73.55
-400,-300,810,77.28
-400,-300,860,76.4
-400,-300,910,77.69
-400,-300,960,74.69
-400,-200,10,70.0
-400,-200,60,70.0
-400,-200,110,59.09
-400,-200,160,71.25
-400,-200,210,69.05
-400,-200,260,74.23
-400,-200,310,72.9
-400,-200,360,73.33
-400,-200,410,72.93
-400,-200,460,72.83
-400,-200,510,72.75
-400,-200,560,68.57
-400,-200,610,66.56
-400,-200,660,70.91
-400,-200,710,70.99
-400,-200,760,71.71
-400,-200,810,71.23
-400,-200,860,71.28
-400,-200,910,73.41
-400,-200,960,70.1
-400,-100,10,70.0
-400,-100,60,80.0
-400,-100,110,72.73
-400,-100,160,74.38
-400,-100,210,80.0
-400,-100,260,76.54
-400,-100,310,78.39
-400,-100,360,73.61
-400,-100,410,77.56
-400,-100,460,73.04
-400,-100,510,78.63
-400,-100,560,73.75
-400,-100,610,75.9
-400,-100,660,77.58
-400,-100,710,77.89
-400,-100,760,78.42
-400,-100,810,78.64
-400,-100,860,78.6
-400,-100,910,76.04
-400,-100,960,76.15
-400,0,10,90.0
-400,0,60,85.0
-400,0,110,85.45
-400,0,160,83.75
-400,0,210,87.14
-400,0,260,83.08
-400,0,310,81.94
-400,0,360,82.78
-400,0,410,81.95
-400,0,460,82.17
-400,0,510,81.57
-400,0,560,87.68
-400,0,610,83.11
-400,0,660,83.94
-400,0,710,86.62
-400,0,760,83.42
-400,0,810,82.47
-400,0,860,81.86
-400,0,910,83.85
-400,0,960,83.02
-400,100,10,90.0
-400,100,60,86.67
-400,100,110,90.0
-400,100,160,88.75
-400,100,210,87.14
-400,100,260,85.77
-400,100,310,86.45
-400,100,360,88.89
-400,100,410,83.66
-400,100,460,86.74
-400,100,510,87.25
-400,100,560,89.11
-400,100,610,86.89
-400,100,660,86.06
-400,100,710,88.45
-400,100,760,86.05
-400,100,810,85.93
-400,100,860,88.14
-400,100,910,86.15
-400,100,960,88.12
-400,200,10,80.0
-400,200,60,88.33
-400,200,110,89.09
-400,200,160,93.12
-400,200,210,90.95
-400,200,260,90.77
-400,200,310,88.71
-400,200,360,88.89
-400,200,410,92.93
-400,200,460,90.43
-400,200,510,90.59
-400,200,560,91.61
-400,200,610,91.15
-400,200,660,89.24
-400,200,710,89.44
-400,200,760,89.74
-400,200,810,91.73
-400,200,860,87.56
-400,200,910,89.01
-400,200,960,89.79
-400,300,10,90.0
-400,300,60,90.0
-400,300,110,89.09
-400,300,160,90.62
-400,300,210,92.86
-400,300,260,91.15
-400,300,310,92.58
-400,300,360,91.94
-400,300,410,91.46
-400,300,460,91.96
-400,300,510,92.16
-400,300,560,90.54
-400,300,610,91.64
-400,300,660,92.42
-400,300,710,91.41
-400,300,760,91.84
-400,300,810,92.47
-400,300,860,90.23
-400,300,910,90.99
-400,300,960,91.04
-400,400,10,100.0
-400,400,60,91.67
-400,400,110,91.82
-400,400,160,95.0
-400,400,210,92.86
-400,400,260,92.31
-400,400,310,91.94
-400,400,360,94.72
-400,400,410,91.71
-400,400,460,95.87
-400,400,510,91.76
-400,400,560,92.32
-400,400,610,91.15
-400,400,660,93.79
-400,400,710,92.68
-400,400,760,92.24
-400,400,810,92.47
-400,400,860,94.53
-400,400,910,92.42
-400,400,960,94.06
-400,500,10,80.0
-400,500,60,91.67
-400,500,110,90.91
-400,500,160,93.12
-400,500,210,94.76
-400,500,260,91.92
-400,500,310,91.94
-400,500,360,88.89
-400,500,410,93.17
-400,500,460,90.87
-400,500,510,91.76
-400,500,560,93.39
-400,500,610,92.62
-400,500,660,92.42
-400,500,710,91.97
-400,500,760,92.24
-400,500,810,93.33
-400,500,860,91.98
-400,500,910,91.98
-400,500,960,93.75
-400,600,10,100.0
-400,600,60,86.67
-400,600,110,85.45
-400,600,160,93.12
-400,600,210,90.48
-400,600,260,93.85
-400,600,310,88.71
-400,600,360,91.94
-400,600,410,88.05
-400,600,460,90.0
-400,600,510,92.16
-400,600,560,90.89
-400,600,610,91.8
-400,600,660,89.55
-400,600,710,89.01
-400,600,760,90.53
-400,600,810,91.11
-400,600,860,91.16
-400,600,910,91.43
-400,600,960,90.21
-400,700,10,100.0
-400,700,60,93.33
-400,700,110,83.64
-400,700,160,86.25
-400,700,210,88.1
-400,700,260,84.23
-400,700,310,86.45
-400,700,360,90.83
-400,700,410,89.02
-400,700,460,87.17
-400,700,510,87.65
-400,700,560,85.36
-400,700,610,87.38
-400,700,660,88.48
-400,700,710,87.32
-400,700,760,87.76
-400,700,810,90.25
-400,700,860,88.26
-400,700,910,87.14
-400,700,960,86.35
-400,800,10,100.0
-400,800,60,96.67
-400,800,110,82.73
-400,800,160,88.75
-400,800,210,88.57
-400,800,260,88.46
-400,800,310,86.45
-400,800,360,89.72
-400,800,410,86.34
-400,800,460,84.57
-400,800,510,87.25
-400,800,560,86.25
-400,800,610,85.57
-400,800,660,86.36
-400,800,710,86.2
-400,800,760,88.16
-400,800,810,87.78
-400,800,860,87.21
-400,800,910,85.82
-400,800,960,85.73
-400,900,10,80.0
-400,900,60,83.33
-400,900,110,85.45
-400,900,160,85.0
-400,900,210,86.67
-400,900,260,82.69
-400,900,310,83.55
-400,900,360,83.89
-400,900,410,83.41
-400,900,460,84.57
-400,900,510,87.25
-400,900,560,88.21
-400,900,610,86.72
-400,900,660,82.73
-400,900,710,83.1
-400,900,760,85.66
-400,900,810,85.19
-400,900,860,86.98
-400,900,910,85.05
-400,900,960,83.23
-300,-1000,10,80.0
-300,-1000,60,76.67
-300,-1000,110,76.36
-300,-1000,160,81.88
-300,-1000,210,78.1
-300,-1000,260,73.46
-300,-1000,310,75.16
-300,-1000,360,78.06
-300,-1000,410,80.49
-300,-1000,460,76.52
-300,-1000,510,78.43
-300,-1000,560,76.61
-300,-1000,610,77.87
-300,-1000,660,73.79
-300,-1000,710,77.32
-300,-1000,760,77.63
-300,-1000,810,74.57
-300,-1000,860,75.12
-300,-1000,910,75.49
-300,-1000,960,76.25
-300,-900,10,80.0
-300,-900,60,83.33
-300,-900,110,71.82
-300,-900,160,73.12
-300,-900,210,72.86
-300,-900,260,78.85
-300,-900,310,72.26
-300,-900,360,75.56
-300,-900,410,79.02
-300,-900,460,72.83
-300,-900,510,72.75
-300,-900,560,75.71
-300,-900,610,78.2
-300,-900,660,75.76
-300,-900,710,76.06
-300,-900,760,75.92
-300,-900,810,76.42
-300,-900,860,76.98
-300,-900,910,74.18
-300,-900,960,75.73
-300,-800,10,80.0
-300,-800,60,80.0
-300,-800,110,68.18
-300,-800,160,82.5
-300,-800,210,77.62
-300,-800,260,78.46
-300,-800,310,79.68
-300,-800,360,74.44
-300,-800,410,77.07
-300,-800,460,76.3
-300,-800,510,74.12
-300,-800,560,76.96
-300,-800,610,79.02
-300,-800,660,78.64
-300,-800,710,76.76
-300,-800,760,76.18
-300,-800,810,73.95
-300,-800,860,75.35
-300,-800,910,77.36
-300,-800,960,78.02
-300,-700,10,80.0
-300,-700,60,75.0
-300,-700,110,80.91
-300,-700,160,78.12
-300,-700,210,79.52
-300,-700,260,75.38
-300,-700,310,74.52
-300,-700,360,76.94
-300,-700,410,78.05
-300,-700,460,77.39
-300,-700,510,79.61
-300,-700,560,79.64
-300,-700,610,76.23
-300,-700,660,79.7
-300,-700,710,78.45
-300,-700,760,77.37
-300,-700,810,78.15
-300,-700,860,77.91
-300,-700,910,77.36
-300,-700,960,78.23
-300,-600,10,80.0
-300,-600,60,68.33
-300,-600,110,75.45
-300,-600,160,83.75
-300,-600,210,79.52
-300,-600,260,81.15
-300,-600,310,80.0
-300,-600,360,85.0
-300,-600,410,81.95
-300,-600,460,81.74
-300,-600,510,82.94
-300,-600,560,79.82
-300,-600,610,83.28
-300,-600,660,81.06
-300,-600,710,82.68
-300,-600,760,82.89
-300,-600,810,82.96
-300,-600,860,84.3
-300,-600,910,83.52
-300,-600,960,81.56
-300,-500,10,70.0
-300,-500,60,75.0
-300,-500,110,79.09
-300,-500,160,81.25
-300,-500,210,81.9
-300,-500,260,83.08
-300,-500,310,81.61
-300,-500,360,79.17
-300,-500,410,81.46
-300,-500,460,82.61
-300,-500,510,79.61
-300,-500,560,82.86
-300,-500,610,82.95
-300,-500,660,80.61
-300,-500,710,80.7
-300,-500,760,81.18
-300,-500,810,83.33
-300,-500,860,82.67
-300,-500,910,82.2
-300,-500,960,83.75
-300,-400,10,90.0
-300,-400,60,75.0
-300,-400,110,71.82
-300,-400,160,78.75
-300,-400,210,76.19
-300,-400,260,73.08
-300,-400,310,77.1
-300,-400,360,77.5
-300,-400,410,75.61
-300,-400,460,76.74
-300,-400,510,72.16
-300,-400,560,76.96
-300,-400,610,79.34
-300,-400,660,80.0
-300,-400,710,77.46
-300,-400,760,78.42
-300,-400,810,76.05
-300,-400,860,76.51
-300,-400,910,75.49
-300,-400,960,77.6
-300,-300,10,100.0
-300,-300,60,100.0
-300,-300,110,100.0
-300,-300,160,100.0
-300,-300,210,100.0
-300,-300,260,100.0
-300,-300,310,100.0
-300,-300,360,100.0
-300,-300,410,100.0
-300,-300,460,100.0
-300,-300,510,100.0
-300,-300,560,100.0
-300,-300,610,100.0
-300,-300,660,100.0
-300,-300,710,100.0
-300,-300,760,100.0
-300,-300,810,100.0
-300,-300,860,100.0
-300,-300,910,100.0
-300,-300,960,100.0
-300,-200,10,60.0
-300,-200,60,73.33
-300,-200,110,74.55
-300,-200,160,82.5
-300,-200,210,71.9
-300,-200,260,71.15
-300,-200,310,73.87
-300,-200,360,76.39
-300,-200,410,74.88
-300,-200,460,77.39
-300,-200,510,77.45
-300,-200,560,77.68
-300,-200,610,78.52
-300,-200,660,76.36
-300,-200,710,78.17
-300,-200,760,79.74
-300,-200,810,80.37
-300,-200,860,77.91
-300,-200,910,75.6
-300,-200,960,78.33
-300,-100,10,60.0
-300,-100,60,81.67
-300,-100,110,74.55
-300,-100,160,76.88
-300,-100,210,76.67
-300,-100,260,81.54
-300,-100,310,79.68
-300,-100,360,79.72
-300,-100,410,76.83
-300,-100,460,78.04
-300,-100,510,79.41
-300,-100,560,80.36
-300,-100,610,77.54
-300,-100,660,78.79
-300,-100,710,78.87
-300,-100,760,77.5
-300,-100,810,78.77
-300,-100,860,78.95
-300,-100,910,80.0
-300,-100,960,80.52
-300,0,10,80.0
-300,0,60,80.0
-300,0,110,81.82
-300,0,160,80.62
-300,0,210,81.9
-300,0,260,83.85
-300,0,310,83.55
-300,0,360,85.56
-300,0,410,84.15
-300,0,460,85.65
-300,0,510,85.69
-300,0,560,81.96
-300,0,610,83.11
-300,0,660,85.0
-300,0,710,83.24
-300,0,760,83.03
-300,0,810,83.33
-300,0,860,80.12
-300,0,910,83.63
-300,0,960,83.12
-300,100,10,100.0
-300,100,60,96.67
-300,100,110,87.27
-300,100,160,89.38
-300,100,210,88.57
-300,100,260,88.85
-300,100,310,87.42
-300,100,360,90.0
-300,100,410,88.78
-300,100,460,86.09
-300,100,510,88.04
-300,100,560,88.39
-300,100,610,86.72
-300,100,660,88.94
-300,100,710,86.9
-300,100,760,88.03
-300,100,810,88.64
-300,100,860,88.26
-300,100,910,88.68
-300,100,960,88.85
-300,200,10,90.0
-300,200,60,86.67
-300,200,110,85.45
-300,200,160,87.5
-300,200,210,90.48
-300,200,260,90.77
-300,200,310,90.0
-300,200,360,91.94
-300,200,410,87.8
-300,200,460,88.48
-300,200,510,93.53
-300,200,560,90.71
-300,200,610,91.64
-300,200,660,91.52
-300,200,710,90.56
-300,200,760,89.34
-300,200,810,90.0
-300,200,860,90.7
-300,200,910,88.57
-300,200,960,90.31
-300,300,10,100.0
-300,300,60,95.0
-300,300,110,91.82
-300,300,160,90.62
-300,300,210,93.81
-300,300,260,88.08
-300,300,310,93.23
-300,300,360,91.67
-300,300,410,93.41
-300,300,460,93.7
-300,300,510,91.37
-300,300,560,91.43
-300,300,610,91.8
-300,300,660,90.91
-300,300,710,90.99
-300,300,760,91.71
-300,300,810,91.98
-300,300,860,93.95
-300,300,910,91.1
-300,300,960,91.67
-300,400,10,100.0
-300,400,60,91.67
-300,400,110,92.73
-300,400,160,89.38
-300,400,210,90.0
-300,400,260,88.85
-300,400,310,90.32
-300,400,360,88.06
-300,400,410,88.29
-300,400,460,91.52
-300,400,510,90.98
-300,400,560,92.14
-300,400,610,90.66
-300,400,660,88.79
-300,400,710,91.83
-300,400,760,90.26
-300,400,810,92.35
-300,400,860,91.4
-300,400,910,91.43
-300,400,960,90.42
-300,500,10,90.0
-300,500,60,88.33
-300,500,110,87.27
-300,500,160,92.5
-300,500,210,89.05
-300,500,260,91.54
-300,500,310,90.32
-300,500,360,90.83
-300,500,410,90.24
-300,500,460,89.78
-300,500,510,89.8
-300,500,560,91.07
-300,500,610,89.18
-300,500,660,91.52
-300,500,710,90.14
-300,500,760,90.53
-300,500,810,88.64
-300,500,860,89.88
-300,500,910,89.12
-300,500,960,91.46
-300,600,10,90.0
-300,600,60,91.67
-300,600,110,90.0
-300,600,160,89.38
-300,600,210,86.19
-300,600,260,87.69
-300,600,310,85.81
-300,600,360,86.11
-300,600,410,88.05
-300,600,460,86.74
-300,600,510,89.61
-300,600,560,87.68
-300,600,610,85.41
-300,600,660,87.88
-300,600,710,87.46
-300,600,760,86.18
-300,600,810,87.9
-300,600,860,85.58
-300,600,910,87.58
-300,600,960,88.44
-300,700,10,60.0
-300,700,60,85.0
-300,700,110,83.64
-300,700,160,88.75
-300,700,210,80.48
-300,700,260,85.77
-300,700,310,89.35
-300,700,360,85.83
-300,700,410,86.83
-300,700,460,88.04
-300,700,510,83.92
-300,700,560,85.18
-300,700,610,84.1
-300,700,660,83.64
-300,700,710,85.49
-300,700,760,84.47
-300,700,810,84.2
-300,700,860,83.6
-300,700,910,85.27
-300,700,960,86.88
-300,800,10,100.0
-300,800,60,78.33
-300,800,110,80.0
-300,800,160,86.25
-300,800,210,84.76
-300,800,260,81.92
-300,800,310,81.29
-300,800,360,78.61
-300,800,410,85.61
-300,800,460,83.7
-300,800,510,84.31
-300,800,560,86.79
-300,800,610,84.1
-300,800,660,80.76
-300,800,710,83.66
-300,800,760,83.55
-300,800,810,80.62
-300,800,860,84.07
-300,800,910,81.54
-300,800,960,81.77
-300,900,10,90.0
-300,900,60,80.0
-300,900,110,81.82
-300,900,160,81.88
-300,900,210,81.9
-300,900,260,81.15
-300,900,310,76.45
-300,900,360,82.78
-300,900,410,80.73
-300,900,460,78.48
-300,900,510,82.16
-300,900,560,82.5
-300,900,610,81.64
-300,900,660,79.55
-300,900,710,79.58
-300,900,760,83.55
-300,900,810,82.22
-300,900,860,83.72
-300,900,910,82.09
-300,900,960,83.02
-200,-1000,10,90.0
-200,-1000,60,65.0
-200,-1000,110,72.73
-200,-1000,160,72.5
-200,-1000,210,72.86
-200,-1000,260,71.92
-200,-1000,310,78.06
-200,-1000,360,78.61
-200,-1000,410,80.24
-200,-1000,460,74.57
-200,-1000,510,78.04
-200,-1000,560,79.29
-200,-1000,610,76.56
-200,-1000,660,78.48
-200,-1000,710,77.75
-200,-1000,760,78.42
-200,-1000,810,78.02
-200,-1000,860,74.53
-200,-1000,910,74.62
-200,-1000,960,73.75
-200,-900,10,90.0
-200,-900,60,76.67
-200,-900,110,74.55
-200,-900,160,73.12
-200,-900,210,70.48
-200,-900,260,77.31
-200,-900,310,74.84
-200,-900,360,74.17
-200,-900,410,75.12
-200,-900,460,73.48
-200,-900,510,74.51
-200,-900,560,78.21
-200,-900,610,74.75
-200,-900,660,76.82
-200,-900,710,73.1
-200,-900,760,76.58
-200,-900,810,75.68
-200,-900,860,76.63
-200,-900,910,75.27
-200,-900,960,75.52
-200,-800,10,60.0
-200,-800,60,78.33
-200,-800,110,76.36
-200,-800,160,75.62
-200,-800,210,72.86
-200,-800,260,78.08
-200,-800,310,74.84
-200,-800,360,77.22
-200,-800,410,74.88
-200,-800,460,76.74
-200,-800,510,77.25
-200,-800,560,75.36
-200,-800,610,72.3
-200,-800,660,74.24
-200,-800,710,77.46
-200,-800,760,79.34
-200,-800,810,77.16
-200,-800,860,75.47
-200,-800,910,76.37
-200,-800,960,74.58
-200,-700,10,100.0
-200,-700,60,78.33
-200,-700,110,81.82
-200,-700,160,78.75
-200,-700,210,85.24
-200,-700,260,78.85
-200,-700,310,78.71
-200,-700,360,76.67
-200,-700,410,79.51
-200,-700,460,75.0
-200,-700,510,78.82
-200,-700,560,76.43
-200,-700,610,81.64
-200,-700,660,81.36
-200,-700,710,77.18
-200,-700,760,80.39
-200,-700,810,80.0
-200,-700,860,81.28
-200,-700,910,79.12
-200,-700,960,78.54
-200,-600,10,70.0
-200,-600,60,76.67
-200,-600,110,80.91
-200,-600,160,84.38
-200,-600,210,79.05
-200,-600,260,83.46
-200,-600,310,81.29
-200,-600,360,78.89
-200,-600,410,80.24
-200,-600,460,82.17
-200,-600,510,81.18
-200,-600,560,78.39
-200,-600,610,81.8
-200,-600,660,77.27
-200,-600,710,84.65
-200,-600,760,80.92
-200,-600,810,81.73
-200,-600,860,78.26
-200,-600,910,81.76
-200,-600,960,83.12
-200,-500,10,100.0
-200,-500,60,78.33
-200,-500,110,80.91
-200,-500,160,78.75
-200,-500,210,80.48
-200,-500,260,79.23
-200,-500,310,80.0
-200,-500,360,76.94
-200,-500,410,77.8
-200,-500,460,79.78
-200,-500,510,79.41
-200,-500,560,77.32
-200,-500,610,78.03
-200,-500,660,80.0
-200,-500,710,78.03
-200,-500,760,77.37
-200,-500,810,78.77
-200,-500,860,77.79
-200,-500,910,79.45
-200,-500,960,76.15
-200,-400,10,80.0
-200,-400,60,76.67
-200,-400,110,81.82
-200,-400,160,72.5
-200,-400,210,70.95
-200,-400,260,76.15
-200,-400,310,72.58
-200,-400,360,72.22
-200,-400,410,67.8
-200,-400,460,71.09
-200,-400,510,78.63
-200,-400,560,71.43
-200,-400,610,71.64
-200,-400,660,75.61
-200,-400,710,71.41
-200,-400,760,73.55
-200,-400,810,72.84
-200,-400,860,71.4
-200,-400,910,75.05
-200,-400,960,73.33
-200,-300,10,70.0
-200,-300,60,76.67
-200,-300,110,74.55
-200,-300,160,73.75
-200,-300,210,79.52
-200,-300,260,75.38
-200,-300,310,73.87
-200,-300,360,75.0
-200,-300,410,79.27
-200,-300,460,74.13
-200,-300,510,77.84
-200,-300,560,73.75
-200,-300,610,74.75
-200,-300,660,78.03
-200,-300,710,75.35
-200,-300,760,78.42
-200,-300,810,78.27
-200,-300,860,75.0
-200,-300,910,76.81
-200,-300,960,77.81
-200,-200,10,100.0
-200,-200,60,100.0
-200,-200,110,100.0
-200,-200,160,100.0
-200,-200,210,100.0
-200,-200,260,100.0
-200,-200,310,100.0
-200,-200,360,100.0
-200,-200,410,100.0
-200,-200,460,100.0
-200,-200,510,100.0
-200,-200,560,100.0
-200,-200,610,100.0
-200,-200,660,100.0
-200,-200,710,100.0
-200,-200,760,100.0
-200,-200,810,100.0
-200,-200,860,100.0
-200,-200,910,100.0
-200,-200,960,100.0
-200,-100,10,60.0
-200,-100,60,71.67
-200,-100,110,73.64
-200,-100,160,70.0
-200,-100,210,67.62
-200,-100,260,70.38
-200,-100,310,73.55
-200,-100,360,70.0
-200,-100,410,71.22
-200,-100,460,68.91
-200,-100,510,72.75
-200,-100,560,68.57
-200,-100,610,70.82
-200,-100,660,73.03
-200,-100,710,69.44
-200,-100,760,72.89
-200,-100,810,70.25
-200,-100,860,70.12
-200,-100,910,72.31
-200,-100,960,68.65
-200,0,10,90.0
-200,0,60,85.0
-200,0,110,77.27
-200,0,160,90.62
-200,0,210,86.19
-200,0,260,84.62
-200,0,310,84.52
-200,0,360,81.94
-200,0,410,83.41
-200,0,460,85.43
-200,0,510,83.92
-200,0,560,81.79
-200,0,610,81.48
-200,0,660,83.03
-200,0,710,83.66
-200,0,760,82.37
-200,0,810,82.1
-200,0,860,83.72
-200,0,910,83.3
-200,0,960,85.62
-200,100,10,80.0
-200,100,60,85.0
-200,100,110,90.91
-200,100,160,87.5
-200,100,210,92.86
-200,100,260,90.0
-200,100,310,90.32
-200,100,360,90.0
-200,100,410,88.78
-200,100,460,90.0
-200,100,510,91.76
-200,100,560,89.64
-200,100,610,90.33
-200,100,660,91.06
-200,100,710,89.86
-200,100,760,89.87
-200,100,810,90.49
-200,100,860,88.84
-200,100,910,90.99
-200,100,960,90.21
-200,200,10,100.0
-200,200,60,93.33
-200,200,110,90.0
-200,200,160,92.5
-200,200,210,95.71
-200,200,260,91.92
-200,200,310,95.16
-200,200,360,92.22
-200,200,410,94.39
-200,200,460,93.91
-200,200,510,91.76
-200,200,560,91.25
-200,200,610,91.97
-200,200,660,92.88
-200,200,710,93.52
-200,200,760,92.11
-200,200,810,92.72
-200,200,860,92.21
-200,200,910,93.85
-200,200,960,94.17
-200,300,10,100.0
-200,300,60,91.67
-200,300,110,86.36
-200,300,160,90.62
-200,300,210,90.48
-200,300,260,90.77
-200,300,310,91.94
-200,300,360,90.0
-200,300,410,93.41
-200,300,460,91.09
-200,300,510,88.82
-200,300,560,90.0
-200,300,610,91.31
-200,300,660,90.91
-200,300,710,89.44
-200,300,760,90.39
-200,300,810,89.01
-200,300,860,90.35
-200,300,910,89.89
-200,300,960,91.56
-200,400,10,90.0
-200,400,60,93.33
-200,400,110,90.91
-200,400,160,86.25
-200,400,210,86.67
-200,400,260,90.0
-200,400,310,83.55
-200,400,360,83.06
-200,400,410,88.29
-200,400,460,86.96
-200,400,510,87.06
-200,400,560,85.71
-200,400,610,86.07
-200,400,660,86.82
-200,400,710,83.94
-200,400,760,86.97
-200,400,810,87.9
-200,400,860,86.28
-200,400,910,85.38
-200,400,960,87.81
-200,500,10,90.0
-200,500,60,83.33
-200,500,110,87.27
-200,500,160,83.12
-200,500,210,80.48
-200,500,260,81.92
-200,500,310,83.23
-200,500,360,87.22
-200,500,410,86.59
-200,500,460,84.13
-200,500,510,83.33
-200,500,560,84.11
-200,500,610,83.77
-200,500,660,85.0
-200,500,710,83.94
-200,500,760,82.11
-200,500,810,82.1
-200,500,860,84.07
-200,500,910,83.3
-200,500,960,86.77
-200,600,10,90.0
-200,600,60,76.67
-200,600,110,87.27
-200,600,160,87.5
-200,600,210,84.29
-200,600,260,84.23
-200,600,310,86.45
-200,600,360,85.28
-200,600,410,84.15
-200,600,460,85.87
-200,600,510,84.31
-200,600,560,85.18
-200,600,610,86.07
-200,600,660,83.03
-200,600,710,85.92
-200,600,760,83.29
-200,600,810,83.7
-200,600,860,84.65
-200,600,910,83.08
-200,600,960,85.62
-200,700,10,60.0
-200,700,60,81.67
-200,700,110,87.27
-200,700,160,82.5
-200,700,210,78.57
-200,700,260,77.69
-200,700,310,80.32
-200,700,360,80.28
-200,700,410,80.24
-200,700,460,82.83
-200,700,510,79.41
-200,700,560,82.68
-200,700,610,78.85
-200,700,660,81.52
-200,700,710,78.59
-200,700,760,82.76
-200,700,810,77.53
-200,700,860,82.44
-200,700,910,79.89
-200,700,960,78.85
-200,800,10,60.0
-200,800,60,73.33
-200,800,110,79.09
-200,800,160,72.5
-200,800,210,83.81
-200,800,260,82.31
-200,800,310,81.94
-200,800,360,75.83
-200,800,410,77.32
-200,800,460,79.13
-200,800,510,80.0
-200,800,560,79.11
-200,800,610,78.52
-200,800,660,79.55
-200,800,710,78.17
-200,800,760,80.66
-200,800,810,79.14
-200,800,860,78.02
-200,800,910,81.21
-200,800,960,78.85
-200,900,10,70.0
-200,900,60,78.33
-200,900,110,76.36
-200,900,160,74.38
-200,900,210,80.95
-200,900,260,75.0
-200,900,310,83.23
-200,900,360,76.67
-200,900,410,77.56
-200,900,460,80.22
-200,900,510,76.67
-200,900,560,76.25
-200,900,610,79.51
-200,900,660,78.48
