min,max,repetitions,result
-800,800,610,94.43
-800,800,660,92.12
-800,800,710,92.39
-800,800,760,92.5
-800,800,810,92.59
-800,800,860,92.09
-800,800,910,92.31
-800,800,960,92.71
-800,900,10,100.0
-800,900,60,88.33
-800,900,110,94.55
-800,900,160,93.75
-800,900,210,92.38
-800,900,260,93.46
-800,900,310,90.97
-800,900,360,91.39
-800,900,410,91.22
-800,900,460,93.26
-800,900,510,92.35
-800,900,560,93.04
-800,900,610,93.93
-800,900,660,91.97
-800,900,710,93.94
-800,900,760,94.61
-800,900,810,92.47
-800,900,860,94.07
-800,900,910,92.42
-800,900,960,93.44
-700,-1000,10,70.0
-700,-1000,60,91.67
-700,-1000,110,78.18
-700,-1000,160,81.88
-700,-1000,210,83.33
-700,-1000,260,84.62
-700,-1000,310,81.29
-700,-1000,360,83.33
-700,-1000,410,84.88
-700,-1000,460,83.04
-700,-1000,510,80.78
-700,-1000,560,82.86
-700,-1000,610,81.31
-700,-1000,660,82.12
-700,-1000,710,84.37
-700,-1000,760,83.82
-700,-1000,810,80.37
-700,-1000,860,81.51
-700,-1000,910,81.1
-700,-1000,960,83.75
-700,-900,10,90.0
-700,-900,60,81.67
-700,-900,110,82.73
-700,-900,160,79.38
-700,-900,210,79.05
-700,-900,260,80.77
-700,-900,310,84.19
-700,-900,360,81.67
-700,-900,410,79.51
-700,-900,460,83.04
-700,-900,510,82.16
-700,-900,560,83.21
-700,-900,610,80.82
-700,-900,660,79.85
-700,-900,710,80.56
-700,-900,760,82.89
-700,-900,810,82.47
-700,-900,860,78.02
-700,-900,910,80.0
-700,-900,960,80.73
-700,-800,10,90.0
-700,-800,60,76.67
-700,-800,110,83.64
-700,-800,160,83.12
-700,-800,210,76.19
-700,-800,260,82.31
-700,-800,310,80.0
-700,-800,360,81.39
-700,-800,410,82.2
-700,-800,460,83.48
-700,-800,510,80.59
-700,-800,560,82.68
-700,-800,610,80.66
-700,-800,660,81.36
-700,-800,710,80.56
-700,-800,760,78.95
-700,-800,810,81.11
-700,-800,860,80.47
-700,-800,910,81.1
-700,-800,960,82.4
-700,-700,10,100.0
-700,-700,60,100.0
-700,-700,110,100.0
-700,-700,160,100.0
-700,-700,210,100.0
-700,-700,260,100.0
-700,-700,310,100.0
-700,-700,360,100.0
-700,-700,410,100.0
-700,-700,460,100.0
-700,-700,510,100.0
-700,-700,560,100.0
-700,-700,610,100.0
-700,-700,660,100.0
-700,-700,710,100.0
-700,-700,760,100.0
-700,-700,810,100.0
-700,-700,860,100.0
-700,-700,910,100.0
-700,-700,960,100.0
-700,-600,10,90.0
-700,-600,60,68.33
-700,-600,110,73.64
-700,-600,160,68.12
-700,-600,210,74.76
-700,-600,260,73.08
-700,-600,310,64.52
-700,-600,360,70.0
-700,-600,410,69.02
-700,-600,460,68.91
-700,-600,510,67.06
-700,-600,560,64.82
-700,-600,610,70.98
-700,-600,660,65.76
-700,-600,710,66.48
-700,-600,760,67.76
-700,-600,810,66.17
-700,-600,860,67.09
-700,-600,910,64.4
-700,-600,960,64.17
-700,-500,10,80.0
-700,-500,60,60.0
-700,-500,110,71.82
-700,-500,160,68.75
-700,-500,210,67.62
-700,-500,260,62.69
-700,-500,310,68.71
-700,-500,360,70.83
-700,-500,410,63.9
-700,-500,460,68.7
-700,-500,510,69.22
-700,-500,560,64.82
-700,-500,610,62.79
-700,-500,660,66.06
-700,-500,710,61.13
-700,-500,760,66.97
-700,-500,810,67.16
-700,-500,860,64.77
-700,-500,910,64.84
-700,-500,960,67.5
-700,-400,10,70.0
-700,-400,60,66.67
-700,-400,110,64.55
-700,-400,160,61.25
-700,-400,210,69.52
-700,-400,260,72.31
-700,-400,310,69.03
-700,-400,360,65.56
-700,-400,410,69.51
-700,-400,460,72.39
-700,-400,510,72.55
-700,-400,560,68.93
-700,-400,610,69.51
-700,-400,660,68.03
-700,-400,710,68.31
-700,-400,760,71.32
-700,-400,810,69.01
-700,-400,860,71.16
-700,-400,910,71.76
-700,-400,960,72.81
-700,-300,10,100.0
-700,-300,60,68.33
-700,-300,110,74.55
-700,-300,160,73.75
-700,-300,210,80.0
-700,-300,260,78.85
-700,-300,310,74.84
-700,-300,360,75.83
-700,-300,410,77.8
-700,-300,460,74.78
-700,-300,510,78.04
-700,-300,560,74.46
-700,-300,610,76.23
-700,-300,660,78.48
-700,-300,710,72.68
-700,-300,760,74.34
-700,-300,810,75.31
-700,-300,860,74.77
-700,-300,910,72.97
-700,-300,960,73.02
-700,-200,10,100.0
-700,-200,60,76.67
-700,-200,110,80.0
-700,-200,160,75.0
-700,-200,210,76.19
-700,-200,260,76.54
-700,-200,310,76.13
-700,-200,360,73.33
-700,-200,410,80.0
-700,-200,460,75.22
-700,-200,510,76.86
-700,-200,560,74.46
-700,-200,610,73.93
-700,-200,660,77.58
-700,-200,710,74.51
-700,-200,760,78.03
-700,-200,810,76.79
-700,-200,860,75.58
-700,-200,910,76.04
-700,-200,960,77.08
-700,-100,10,70.0
-700,-100,60,83.33
-700,-100,110,80.0
-700,-100,160,80.62
-700,-100,210,81.9
-700,-100,260,80.77
-700,-100,310,80.97
-700,-100,360,76.94
-700,-100,410,80.0
-700,-100,460,76.52
-700,-100,510,78.82
-700,-100,560,79.82
-700,-100,610,79.02
-700,-100,660,79.55
-700,-100,710,77.89
-700,-100,760,80.26
-700,-100,810,79.01
-700,-100,860,78.95
-700,-100,910,79.56
-700,-100,960,76.46
-700,0,10,60.0
-700,0,60,80.0
-700,0,110,77.27
-700,0,160,84.38
-700,0,210,79.52
-700,0,260,85.0
-700,0,310,82.26
-700,0,360,80.28
-700,0,410,83.9
-700,0,460,84.13
-700,0,510,82.94
-700,0,560,81.07
-700,0,610,84.43
-700,0,660,83.79
-700,0,710,82.68
-700,0,760,84.87
-700,0,810,82.59
-700,0,860,81.51
-700,0,910,83.96
-700,0,960,84.48
-700,100,10,70.0
-700,100,60,88.33
-700,100,110,85.45
-700,100,160,90.0
-700,100,210,84.29
-700,100,260,87.69
-700,100,310,89.03
-700,100,360,85.83
-700,100,410,88.54
-700,100,460,85.87
-700,100,510,85.69
-700,100,560,85.36
-700,100,610,86.56
-700,100,660,85.91
-700,100,710,87.32
-700,100,760,86.32
-700,100,810,85.93
-700,100,860,84.65
-700,100,910,83.74
-700,100,960,86.67
-700,200,10,60.0
-700,200,60,86.67
-700,200,110,89.09
-700,200,160,91.25
-700,200,210,87.14
-700,200,260,87.69
-700,200,310,84.84
-700,200,360,89.17
-700,200,410,89.02
-700,200,460,89.13
-700,200,510,89.41
-700,200,560,86.43
-700,200,610,85.9
-700,200,660,87.12
-700,200,710,87.18
-700,200,760,87.63
-700,200,810,86.79
-700,200,860,88.72
-700,200,910,88.02
-700,200,960,86.77
-700,300,10,100.0
-700,300,60,76.67
-700,300,110,95.45
-700,300,160,90.0
-700,300,210,87.14
-700,300,260,91.15
-700,300,310,83.23
-700,300,360,89.44
-700,300,410,88.05
-700,300,460,88.26
-700,300,510,88.04
-700,300,560,86.79
-700,300,610,86.56
-700,300,660,89.39
-700,300,710,87.32
-700,300,760,89.08
-700,300,810,87.9
-700,300,860,89.3
-700,300,910,88.68
-700,300,960,87.19
-700,400,10,70.0
-700,400,60,86.67
-700,400,110,86.36
-700,400,160,87.5
-700,400,210,90.95
-700,400,260,89.23
-700,400,310,89.68
-700,400,360,89.44
-700,400,410,89.02
-700,400,460,91.96
-700,400,510,89.22
-700,400,560,89.64
-700,400,610,90.33
-700,400,660,89.24
-700,400,710,90.14
-700,400,760,90.39
-700,400,810,88.52
-700,400,860,90.7
-700,400,910,88.57
-700,400,960,90.42
-700,500,10,100.0
-700,500,60,86.67
-700,500,110,89.09
-700,500,160,93.75
-700,500,210,87.14
-700,500,260,93.08
-700,500,310,91.29
-700,500,360,88.89
-700,500,410,91.71
-700,500,460,91.09
-700,500,510,90.2
-700,500,560,90.89
-700,500,610,91.31
-700,500,660,90.91
-700,500,710,90.85
-700,500,760,92.11
-700,500,810,92.47
-700,500,860,92.09
-700,500,910,90.33
-700,500,960,90.31
-700,600,10,100.0
-700,600,60,91.67
-700,600,110,91.82
-700,600,160,90.0
-700,600,210,90.0
-700,600,260,92.31
-700,600,310,88.06
-700,600,360,90.56
-700,600,410,90.24
-700,600,460,88.48
-700,600,510,90.98
-700,600,560,90.89
-700,600,610,93.44
-700,600,660,91.36
-700,600,710,91.41
-700,600,760,91.84
-700,600,810,91.73
-700,600,860,91.16
-700,600,910,91.21
-700,600,960,91.98
-700,700,10,60.0
-700,700,60,90.0
-700,700,110,87.27
-700,700,160,91.88
-700,700,210,90.48
-700,700,260,91.15
-700,700,310,87.42
-700,700,360,95.0
-700,700,410,94.63
-700,700,460,93.91
-700,700,510,91.96
-700,700,560,92.14
-700,700,610,92.13
-700,700,660,92.73
-700,700,710,92.96
-700,700,760,93.42
-700,700,810,93.09
-700,700,860,92.33
-700,700,910,91.21
-700,700,960,92.4
-700,800,10,90.0
-700,800,60,93.33
-700,800,110,93.64
-700,800,160,90.62
-700,800,210,94.29
-700,800,260,90.38
-700,800,310,90.32
-700,800,360,93.61
-700,800,410,93.17
-700,800,460,93.91
-700,800,510,92.75
-700,800,560,93.75
-700,800,610,93.77
-700,800,660,90.91
-700,800,710,92.54
-700,800,760,93.82
-700,800,810,93.09
-700,800,860,93.02
-700,800,910,92.42
-700,800,960,92.81
-700,900,10,80.0
-700,900,60,91.67
-700,900,110,93.64
-700,900,160,93.12
-700,900,210,92.86
-700,900,260,92.69
-700,900,310,93.55
-700,900,360,91.39
-700,900,410,93.66
-700,900,460,91.74
-700,900,510,90.59
-700,900,560,91.25
-700,900,610,93.11
-700,900,660,93.79
-700,900,710,92.54
-700,900,760,92.5
-700,900,810,92.84
-700,900,860,93.37
-700,900,910,93.52
-700,900,960,92.92
-600,-1000,10,90.0
-600,-1000,60,85.0
-600,-1000,110,82.73
-600,-1000,160,83.12
-600,-1000,210,78.57
-600,-1000,260,80.77
-600,-1000,310,80.32
-600,-1000,360,82.5
-600,-1000,410,81.95
-600,-1000,460,81.96
-600,-1000,510,80.0
-600,-1000,560,83.04
-600,-1000,610,80.0
-600,-1000,660,81.67
-600,-1000,710,82.25
-600,-1000,760,82.5
-600,-1000,810,82.22
-600,-1000,860,82.44
-600,-1000,910,82.97
-600,-1000,960,83.23
-600,-900,10,60.0
-600,-900,60,85.0
-600,-900,110,82.73
-600,-900,160,71.25
-600,-900,210,81.43
-600,-900,260,80.77
-600,-900,310,80.32
-600,-900,360,80.28
-600,-900,410,80.0
-600,-900,460,80.0
-600,-900,510,79.41
-600,-900,560,82.14
-600,-900,610,80.0
-600,-900,660,80.61
-600,-900,710,81.41
-600,-900,760,83.55
-600,-900,810,81.6
-600,-900,860,81.98
-600,-900,910,82.2
-600,-900,960,80.94
-600,-800,10,80.0
-600,-800,60,73.33
-600,-800,110,77.27
-600,-800,160,80.0
-600,-800,210,79.52
-600,-800,260,71.15
-600,-800,310,72.26
-600,-800,360,78.89
-600,-800,410,78.29
-600,-800,460,75.22
-600,-800,510,75.49
-600,-800,560,75.71
-600,-800,610,77.05
-600,-800,660,76.06
-600,-800,710,78.03
-600,-800,760,75.92
-600,-800,810,76.42
-600,-800,860,78.02
-600,-800,910,78.57
-600,-800,960,75.94
-600,-700,10,70.0
-600,-700,60,61.67
-600,-700,110,55.45
-600,-700,160,62.5
-600,-700,210,64.76
-600,-700,260,67.31
-600,-700,310,66.77
-600,-700,360,68.89
-600,-700,410,66.1
-600,-700,460,66.96
-600,-700,510,63.92
-600,-700,560,65.89
-600,-700,610,65.57
-600,-700,660,65.0
-600,-700,710,65.77
-600,-700,760,64.34
-600,-700,810,64.2
-600,-700,860,63.95
-600,-700,910,66.15
-600,-700,960,65.1
-600,-600,10,100.0
-600,-600,60,100.0
-600,-600,110,100.0
-600,-600,160,100.0
-600,-600,210,100.0
-600,-600,260,100.0
-600,-600,310,100.0
-600,-600,360,100.0
-600,-600,410,100.0
-600,-600,460,100.0
-600,-600,510,100.0
-600,-600,560,100.0
-600,-600,610,100.0
-600,-600,660,100.0
-600,-600,710,100.0
-600,-600,760,100.0
-600,-600,810,100.0
-600,-600,860,100.0
-600,-600,910,100.0
-600,-600,960,100.0
-600,-500,10,70.0
-600,-500,60,65.0
-600,-500,110,57.27
-600,-500,160,73.75
-600,-500,210,65.71
-600,-500,260,70.0
-600,-500,310,66.45
-600,-500,360,63.61
-600,-500,410,67.07
-600,-500,460,68.26
-600,-500,510,59.02
-600,-500,560,61.07
-600,-500,610,68.52
-600,-500,660,65.91
-600,-500,710,64.51
-600,-500,760,65.79
-600,-500,810,63.83
-600,-500,860,65.12
-600,-500,910,69.78
-600,-500,960,64.48
-600,-400,10,100.0
-600,-400,60,73.33
-600,-400,110,71.82
-600,-400,160,77.5
-600,-400,210,77.62
-600,-400,260,79.62
-600,-400,310,81.29
-600,-400,360,76.11
-600,-400,410,75.37
-600,-400,460,76.96
-600,-400,510,73.53
-600,-400,560,78.93
-600,-400,610,79.18
-600,-400,660,79.39
-600,-400,710,77.18
-600,-400,760,76.71
-600,-400,810,72.84
-600,-400,860,78.49
-600,-400,910,77.14
-600,-400,960,79.27
-600,-300,10,80.0
-600,-300,60,81.67
-600,-300,110,83.64
-600,-300,160,81.25
-600,-300,210,85.71
-600,-300,260,81.54
-600,-300,310,81.94
-600,-300,360,80.0
-600,-300,410,83.9
-600,-300,460,85.0
-600,-300,510,76.27
-600,-300,560,79.46
-600,-300,610,83.44
-600,-300,660,82.73
-600,-300,710,82.39
-600,-300,760,79.47
-600,-300,810,79.14
-600,-300,860,82.33
-600,-300,910,82.09
-600,-300,960,81.35
-600,-200,10,90.0
-600,-200,60,76.67
-600,-200,110,80.91
-600,-200,160,85.62
-600,-200,210,77.14
-600,-200,260,78.85
-600,-200,310,79.68
-600,-200,360,80.56
-600,-200,410,78.78
-600,-200,460,77.83
-600,-200,510,76.47
-600,-200,560,80.54
-600,-200,610,79.02
-600,-200,660,77.12
-600,-200,710,80.56
-600,-200,760,80.0
-600,-200,810,78.4
-600,-200,860,79.07
-600,-200,910,78.68
-600,-200,960,79.06
-600,-100,10,100.0
-600,-100,60,86.67
-600,-100,110,69.09
-600,-100,160,80.62
-600,-100,210,75.71
-600,-100,260,81.92
-600,-100,310,76.45
-600,-100,360,79.44
-600,-100,410,78.29
-600,-100,460,79.57
-600,-100,510,75.49
-600,-100,560,80.54
-600,-100,610,78.69
-600,-100,660,79.24
-600,-100,710,78.03
-600,-100,760,79.87
-600,-100,810,78.15
-600,-100,860,75.93
-600,-100,910,77.47
-600,-100,960,80.0
-600,0,10,80.0
-600,0,60,80.0
-600,0,110,86.36
-600,0,160,80.62
-600,0,210,83.33
-600,0,260,84.62
-600,0,310,84.52
-600,0,360,80.83
-600,0,410,81.71
-600,0,460,83.7
-600,0,510,83.33
-600,0,560,84.11
-600,0,610,80.49
-600,0,660,83.03
-600,0,710,81.41
-600,0,760,85.13
-600,0,810,82.84
-600,0,860,82.56
-600,0,910,83.3
-600,0,960,82.6
-600,100,10,80.0
-600,100,60,85.0
-600,100,110,91.82
-600,100,160,88.75
-600,100,210,86.67
-600,100,260,88.85
-600,100,310,87.1
-600,100,360,89.17
-600,100,410,85.12
-600,100,460,88.48
-600,100,510,86.47
-600,100,560,86.61
-600,100,610,85.57
-600,100,660,85.61
-600,100,710,88.17
-600,100,760,87.5
-600,100,810,85.19
-600,100,860,85.12
-600,100,910,86.7
-600,100,960,85.0
-600,200,10,90.0
-600,200,60,85.0
-600,200,110,90.91
-600,200,160,85.0
-600,200,210,88.57
-600,200,260,87.69
-600,200,310,91.61
-600,200,360,88.89
-600,200,410,89.76
-600,200,460,87.83
-600,200,510,90.98
-600,200,560,88.75
-600,200,610,85.74
-600,200,660,86.52
-600,200,710,89.3
-600,200,760,89.74
-600,200,810,87.9
-600,200,860,86.74
-600,200,910,89.01
-600,200,960,87.19
-600,300,10,100.0
-600,300,60,88.33
-600,300,110,91.82
-600,300,160,89.38
-600,300,210,92.38
-600,300,260,86.54
-600,300,310,89.68
-600,300,360,91.94
-600,300,410,88.78
-600,300,460,89.35
-600,300,510,90.39
-600,300,560,90.54
-600,300,610,86.89
-600,300,660,90.45
-600,300,710,87.75
-600,300,760,88.95
-600,300,810,88.89
-600,300,860,89.88
-600,300,910,89.12
-600,300,960,90.73
-600,400,10,100.0
-600,400,60,88.33
-600,400,110,91.82
-600,400,160,90.0
-600,400,210,88.1
-600,400,260,90.38
-600,400,310,86.45
-600,400,360,90.56
-600,400,410,88.54
-600,400,460,89.78
-600,400,510,89.61
-600,400,560,88.57
-600,400,610,89.02
-600,400,660,88.33
-600,400,710,92.68
-600,400,760,89.47
-600,400,810,89.63
-600,400,860,90.12
-600,400,910,88.68
-600,400,960,91.35
-600,500,10,90.0
-600,500,60,91.67
-600,500,110,91.82
-600,500,160,92.5
-600,500,210,93.33
-600,500,260,90.0
-600,500,310,88.71
-600,500,360,91.39
-600,500,410,92.44
-600,500,460,90.65
-600,500,510,89.8
-600,500,560,89.82
-600,500,610,91.64
-600,500,660,90.91
-600,500,710,90.7
-600,500,760,92.37
-600,500,810,91.98
-600,500,860,92.33
-600,500,910,90.77
-600,500,960,92.08
-600,600,10,80.0
-600,600,60,95.0
-600,600,110,90.0
-600,600,160,94.38
-600,600,210,93.81
-600,600,260,93.46
-600,600,310,93.23
-600,600,360,91.39
-600,600,410,94.88
-600,600,460,93.91
-600,600,510,92.75
-600,600,560,92.14
-600,600,610,91.64
-600,600,660,93.64
-600,600,710,90.99
-600,600,760,91.32
-600,600,810,92.96
-600,600,860,91.86
-600,600,910,91.98
-600,600,960,91.46
-600,700,10,80.0
-600,700,60,93.33
-600,700,110,90.0
-600,700,160,89.38
-600,700,210,97.14
-600,700,260,95.38
-600,700,310,90.97
-600,700,360,90.56
-600,700,410,93.9
-600,700,460,90.43
-600,700,510,95.1
-600,700,560,92.68
-600,700,610,91.8
-600,700,660,93.48
-600,700,710,92.68
-600,700,760,91.45
-600,700,810,92.59
-600,700,860,91.98
-600,700,910,92.53
-600,700,960,91.15
-600,800,10,70.0
-600,800,60,90.0
-600,800,110,93.64
-600,800,160,92.5
-600,800,210,96.19
-600,800,260,91.92
-600,800,310,91.94
-600,800,360,91.11
-600,800,410,88.78
-600,800,460,93.04
-600,800,510,89.61
-600,800,560,92.14
-600,800,610,90.16
-600,800,660,91.36
-600,800,710,91.13
-600,800,760,93.29
-600,800,810,91.6
-600,800,860,91.51
-600,800,910,93.08
-600,800,960,91.04
-600,900,10,90.0
-600,900,60,88.33
-600,900,110,91.82
-600,900,160,92.5
-600,900,210,89.05
-600,900,260,91.54
-600,900,310,92.9
-600,900,360,90.83
-600,900,410,92.44
-600,900,460,91.52
-600,900,510,90.0
-600,900,560,90.0
-600,900,610,90.49
-600,900,660,91.06
-600,900,710,90.56
-600,900,760,91.05
-600,900,810,88.64
-600,900,860,90.35
-600,900,910,92.31
-600,900,960,90.42
-500,-1000,10,60.0
-500,-1000,60,81.67
-500,-1000,110,79.09
-500,-1000,160,83.75
-500,-1000,210,82.38
-500,-1000,260,78.08
-500,-1000,310,79.35
-500,-1000,360,78.61
-500,-1000,410,79.76
-500,-1000,460,79.13
-500,-1000,510,78.82
-500,-1000,560,77.32
-500,-1000,610,78.85
-500,-1000,660,78.64
-500,-1000,710,81.27
-500,-1000,760,81.97
-500,-1000,810,80.25
-500,-1000,860,78.72
-500,-1000,910,79.78
-500,-1000,960,79.17
-500,-900,10,90.0
-500,-900,60,85.0
-500,-900,110,74.55
-500,-900,160,75.62
-500,-900,210,77.14
-500,-900,260,75.0
-500,-900,310,79.35
-500,-900,360,75.83
-500,-900,410,78.54
-500,-900,460,79.13
-500,-900,510,74.12
-500,-900,560,73.57
-500,-900,610,76.72
-500,-900,660,78.18
-500,-900,710,77.46
-500,-900,760,75.79
-500,-900,810,76.54
-500,-900,860,74.42
-500,-900,910,75.49
-500,-900,960,75.0
-500,-800,10,60.0
-500,-800,60,66.67
-500,-800,110,71.82
-500,-800,160,74.38
-500,-800,210,76.67
-500,-800,260,65.38
-500,-800,310,69.35
-500,-800,360,69.72
-500,-800,410,71.46
-500,-800,460,71.09
-500,-800,510,70.59
-500,-800,560,70.54
-500,-800,610,68.03
-500,-800,660,71.52
-500,-800,710,69.3
-500,-800,760,72.89
-500,-800,810,71.23
-500,-800,860,69.65
-500,-800,910,73.52
-500,-800,960,74.27
-500,-700,10,50.0
-500,-700,60,55.0
-500,-700,110,69.09
-500,-700,160,65.0
-500,-700,210,69.52
-500,-700,260,68.08
-500,-700,310,62.58
-500,-700,360,65.56
-500,-700,410,70.0
-500,-700,460,65.65
-500,-700,510,66.86
-500,-700,560,67.32
-500,-700,610,64.59
-500,-700,660,64.55
-500,-700,710,63.94
-500,-700,760,66.32
-500,-700,810,65.8
-500,-700,860,63.6
-500,-700,910,68.02
-500,-700,960,66.98
-500,-600,10,90.0
-500,-600,60,65.0
-500,-600,110,65.45
-500,-600,160,68.12
-500,-600,210,69.05
-500,-600,260,68.46
-500,-600,310,62.26
-500,-600,360,65.0
-500,-600,410,65.85
-500,-600,460,67.61
-500,-600,510,66.27
-500,-600,560,65.0
-500,-600,610,69.51
-500,-600,660,64.09
-500,-600,710,66.48
-500,-600,760,66.71
-500,-600,810,66.67
-500,-600,860,66.86
-500,-600,910,62.2
-500,-600,960,63.33
-500,-500,10,100.0
-500,-500,60,100.0
-500,-500,110,100.0
-500,-500,160,100.0
-500,-500,210,100.0
-500,-500,260,100.0
-500,-500,310,100.0
-500,-500,360,100.0
-500,-500,410,100.0
-500,-500,460,100.0
-500,-500,510,100.0
-500,-500,560,100.0
-500,-500,610,100.0
-500,-500,660,100.0
-500,-500,710,100.0
-500,-500,760,100.0
-500,-500,810,100.0
-500,-500,860,100.0
-500,-500,910,100.0
-500,-500,960,100.0
-500,-400,10,80.0
-500,-400,60,86.67
-500,-400,110,83.64
-500,-400,160,88.75
-500,-400,210,84.76
-500,-400,260,81.15
-500,-400,310,81.94
-500,-400,360,80.83
-500,-400,410,84.39
-500,-400,460,83.26
-500,-400,510,81.76
-500,-400,560,83.75
-500,-400,610,82.95
-500,-400,660,83.33
-500,-400,710,81.27
-500,-400,760,81.05
-500,-400,810,83.7
-500,-400,860,81.63
-500,-400,910,83.41
-500,-400,960,81.88
-500,-300,10,90.0
-500,-300,60,86.67
-500,-300,110,85.45
-500,-300,160,82.5
-500,-300,210,81.9
-500,-300,260,83.46
-500,-300,310,81.94
-500,-300,360,80.83
-500,-300,410,81.22
-500,-300,460,79.57
-500,-300,510,83.73
-500,-300,560,82.5
-500,-300,610,81.48
-500,-300,660,81.52
-500,-300,710,81.69
-500,-300,760,80.13
-500,-300,810,82.72
-500,-300,860,83.37
-500,-300,910,82.31
-500,-300,960,82.19
-500,-200,10,90.0
-500,-200,60,66.67
-500,-200,110,78.18
-500,-200,160,78.75
-500,-200,210,72.86
-500,-200,260,76.92
-500,-200,310,77.42
-500,-200,360,78.06
-500,-200,410,72.68
-500,-200,460,79.35
-500,-200,510,77.06
-500,-200,560,76.25
-500,-200,610,77.54
-500,-200,660,78.18
-500,-200,710,77.18
-500,-200,760,76.71
-500,-200,810,77.16
-500,-200,860,75.7
-500,-200,910,74.18
-500,-200,960,78.12
-500,-100,10,90.0
-500,-100,60,80.0
-500,-100,110,77.27
-500,-100,160,76.88
-500,-100,210,79.52
-500,-100,260,83.08
-500,-100,310,78.39
-500,-100,360,81.39
-500,-100,410,81.46
-500,-100,460,79.35
-500,-100,510,78.43
-500,-100,560,79.46
-500,-100,610,77.87
-500,-100,660,78.79
-500,-100,710,77.75
-500,-100,760,77.89
-500,-100,810,80.12
-500,-100,860,81.51
-500,-100,910,79.45
-500,-100,960,80.21
-500,0,10,90.0
-500,0,60,78.33
-500,0,110,78.18
-500,0,160,85.0
-500,0,210,75.71
-500,0,260,85.77
-500,0,310,83.87
-500,0,360,81.67
-500,0,410,84.88
-500,0,460,83.7
-500,0,510,85.69
-500,0,560,83.21
-500,0,610,85.08
-500,0,660,83.94
-500,0,710,82.68
-500,0,760,80.66
-500,0,810,82.47
-500,0,860,83.02
-500,0,910,83.19
-500,0,960,84.27
-500,100,10,80.0
-500,100,60,86.67
-500,100,110,81.82
-500,100,160,85.0
-500,100,210,84.76
-500,100,260,89.62
-500,100,310,85.81
-500,100,360,86.11
-500,100,410,90.24
-500,100,460,86.3
-500,100,510,85.88
-500,100,560,87.86
-500,100,610,91.8
-500,100,660,86.36
-500,100,710,88.31
-500,100,760,87.24
-500,100,810,90.12
-500,100,860,87.44
-500,100,910,86.81
-500,100,960,87.81
-500,200,10,90.0
-500,200,60,93.33
-500,200,110,91.82
-500,200,160,91.25
-500,200,210,91.43
-500,200,260,91.92
-500,200,310,88.39
-500,200,360,90.83
-500,200,410,89.02
-500,200,460,89.57
-500,200,510,90.39
-500,200,560,89.11
-500,200,610,90.66
-500,200,660,90.0
-500,200,710,91.55
-500,200,760,90.13
-500,200,810,88.27
-500,200,860,89.19
-500,200,910,88.79
-500,200,960,89.9
-500,300,10,100.0
-500,300,60,88.33
-500,300,110,92.73
-500,300,160,92.5
-500,300,210,89.52
-500,300,260,93.08
-500,300,310,90.65
-500,300,360,92.78
-500,300,410,91.22
-500,300,460,89.78
-500,300,510,91.96
-500,300,560,89.46
-500,300,610,89.34
-500,300,660,91.06
-500,300,710,91.55
-500,300,760,89.34
-500,300,810,90.25
-500,300,860,90.0
-500,300,910,90.77
-500,300,960,91.46
-500,400,10,80.0
-500,400,60,95.0
-500,400,110,94.55
-500,400,160,87.5
-500,400,210,95.24
-500,400,260,90.77
-500,400,310,91.94
-500,400,360,90.83
-500,400,410,91.95
-500,400,460,93.7
-500,400,510,91.96
-500,400,560,93.21
-500,400,610,92.95
-500,400,660,91.82
-500,400,710,91.69
-500,400,760,91.71
-500,400,810,91.98
-500,400,860,92.21
-500,400,910,92.75
-500,400,960,91.77
-500,500,10,90.0
-500,500,60,91.67
-500,500,110,90.91
-500,500,160,93.12
-500,500,210,94.76
-500,500,260,93.08
-500,500,310,91.61
-500,500,360,94.17
-500,500,410,92.93
-500,500,460,90.87
-500,500,510,93.92
-500,500,560,93.75
-500,500,610,93.11
-500,500,660,92.58
-500,500,710,92.39
-500,500,760,92.76
-500,500,810,93.58
-500,500,860,93.37
-500,500,910,91.65
-500,500,960,92.29
-500,600,10,80.0
-500,600,60,91.67
-500,600,110,91.82
-500,600,160,90.62
-500,600,210,93.33
-500,600,260,91.15
-500,600,310,92.58
-500,600,360,94.17
-500,600,410,94.15
-500,600,460,93.7
-500,600,510,94.12
-500,600,560,93.39
-500,600,610,93.77
-500,600,660,93.33
-500,600,710,92.68
-500,600,760,92.76
-500,600,810,91.23
-500,600,860,90.47
-500,600,910,94.07
-500,600,960,91.77
-500,700,10,90.0
-500,700,60,95.0
-500,700,110,94.55
-500,700,160,86.88
-500,700,210,92.86
-500,700,260,91.92
-500,700,310,91.29
-500,700,360,89.72
-500,700,410,91.46
-500,700,460,90.0
-500,700,510,91.37
-500,700,560,92.14
-500,700,610,90.16
-500,700,660,93.18
-500,700,710,89.15
-500,700,760,90.92
-500,700,810,90.99
-500,700,860,92.91
-500,700,910,91.98
-500,700,960,89.48
-500,800,10,80.0
-500,800,60,86.67
-500,800,110,83.64
-500,800,160,86.88
-500,800,210,90.48
-500,800,260,90.77
-500,800,310,89.03
-500,800,360,89.72
-500,800,410,91.46
-500,800,460,90.43
-500,800,510,86.67
-500,800,560,91.43
-500,800,610,89.02
-500,800,660,90.0
-500,800,710,90.99
-500,800,760,89.47
-500,800,810,89.01
-500,800,860,91.16
-500,800,910,90.55
-500,800,960,90.83
-500,900,10,100.0
-500,900,60,95.0
-500,900,110,85.45
